movie_title,title_year,genres,actor_1_name,actor_2_name,actor_3_name,director_name,keywords
"Me, Myself & Irene",2000.0,Comedy,Robert Forster,Tony Cox,Rob Moran,Bobby Farrelly,dissociative identity disorder limousine multiple personality police rhode island
Barnyard,2006.0,Animation Comedy Family,Rob Paulsen,Wanda Sykes,Maurice LaMarche,Steve Oedekerk,cow farmer howl howling at the moon vegetarian
Deck the Halls,2006.0,Comedy Family,Matthew Broderick,Jorge Garcia,Alia Shawkat,John Whitesell,christmas december holiday massachusetts neighbor
The Twilight Saga: New Moon,2009.0,Adventure Drama Fantasy Romance,Robert Pattinson,Kristen Stewart,Taylor Lautner,Chris Weitz,forks washington protecting a woman title same as book vampire werewolf
Shrek,2001.0,Adventure Animation Comedy Family Fantasy,Kathleen Freeman,Chris Miller,Bobby Block,Andrew Adamson,donkey fairy tale ogre princess swamp
The Adjustment Bureau,2011.0,Romance Sci-Fi Thriller,Matt Damon,Michael Kelly,Jon Stewart,George Nolfi,love at first sight obscene finger gesture rain teleportation three word title
Robin Hood: Prince of Thieves,1991.0,Action Adventure Drama Romance,Alan Rickman,Morgan Freeman,Michael Wincott,Kevin Reynolds,balladeer crusades england king modern minstrel
Jerry Maguire,1996.0,Comedy Drama Romance Sport,Tom Cruise,Kelly Preston,Bonnie Hunt,Cameron Crowe,agent career client fiance sports agent
Ted,2012.0,Comedy Fantasy,Mila Kunis,Seth MacFarlane,Tom Skerritt,Seth MacFarlane,2010s car accident sex scene teddy bear testicle
As Good as It Gets,1997.0,Comedy Drama Romance,Lupe Ontiveros,Yeardley Smith,Shirley Knight,James L. Brooks,dog friendship neighbor unlikely friendship writer
Patch Adams,1998.0,Biography Comedy Drama Romance,Robin Williams,Philip Seymour Hoffman,Monica Potter,Tom Shadyac,doctor hospital mental institution nurse student
Anchorman 2: The Legend Continues,2013.0,Comedy,Harrison Ford,Will Ferrell,Steve Carell,Adam McKay,fame father son relationship interracial kiss interracial relationship interracial sex
Mr. Deeds,2002.0,Comedy Romance,Steve Buscemi,Adam Sandler,Peter Gallagher,Steven Brill,abbreviation in title reporter small town sudden wealth unknowing heir
Super 8,2011.0,Mystery Sci-Fi Thriller,Joel Courtney,AJ Michalka,Zach Mills,J.J. Abrams,deputy group of friends time train train crash
Erin Brockovich,2000.0,Biography Drama,Julia Roberts,Albert Finney,Conchata Ferrell,Steven Soderbergh,contamination corporate crime environmental issue female protagonist working single mother
How to Lose a Guy in 10 Days,2003.0,Comedy Romance,Matthew McConaughey,Adam Goldberg,Thomas Lennon,Donald Petrie,advertising executive diamond magazine party wager
22 Jump Street,2014.0,Action Comedy Crime,Channing Tatum,Craig Roberts,Amber Stevens West,Phil Lord,college drugs hidden camera tattoo undercover
Interview with the Vampire: The Vampire Chronicles,1994.0,Drama Fantasy Horror,Brad Pitt,Tom Cruise,Kirsten Dunst,Neil Jordan,betrayal dangerous friend gothic monster as victim vampire
Yes Man,2008.0,Comedy Romance,Bradley Cooper,Zooey Deschanel,Danny Masterson,Peyton Reed,best friend dvd girlfriend loan self help
Central Intelligence,2016.0,Action Comedy Crime,Dwayne Johnson,Thomas Kretschmann,Megan Park,Rawson Marshall Thurber,accountant blooper espionage facebook high school reunion
Stepmom,1998.0,Comedy Drama,Julia Roberts,Liam Aiken,Herbert Russell,Chris Columbus,attorney cancer custody fashion photographer photographer
Daddy's Home,2015.0,Comedy Family,Will Ferrell,Linda Cardellini,Mark L. Young,Sean Anders,biological father dad drinking product placement wilhelm scream
Into the Woods,2014.0,Adventure Comedy Drama Fantasy Musical,Johnny Depp,Meryl Streep,Anna Kendrick,Rob Marshall,based on stage musical cinderella little red riding hood singing witch
Inside Man,2006.0,Crime Drama Mystery Thriller,Denzel Washington,James Ransone,Peter Gerety,Spike Lee,bank detective negotiation police robber
Payback,1999.0,Action Crime Drama Thriller,Bill Duke,Deborah Kara Unger,William Devane,Brian Helgeland,anti hero criminal greed prostitute tough guy
Congo,1995.0,Action Adventure Mystery Sci-Fi,Dylan Walsh,Joe Don Baker,Grant Heslov,Frank Marshall,captain congo expedition laser lost city
We Bought a Zoo,2011.0,Comedy Drama Family,Scarlett Johansson,Matt Damon,Stephanie Szostak,Cameron Crowe,blocked road father son relationship love at first sight teenage boy zookeeper
Knowing,2009.0,Drama Mystery Sci-Fi Thriller,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,Alex Proyas,disaster end of the world number student time capsule
Failure to Launch,2006.0,Comedy Romance,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,Tom Dey,friend intervention moving secret slacker
The Ring Two,2005.0,Horror Mystery,Naomi Watts,Gary Cole,Sissy Spacek,Hideo Nakata,cartoon on tv foreign language adaptation second part videotape writer
"Crazy, Stupid, Love.",2011.0,Comedy Drama Romance,Ryan Gosling,Emma Stone,Steve Carell,Glenn Ficarra,bar divorce friend girl male objectification
Garfield,2004.0,Animation Comedy Family Fantasy,Bill Murray,Mark Christopher Lawrence,Michael Monks,Peter Hewitt,cat dog first part lasagna veterinarian
Christmas with the Kranks,2004.0,Comedy Family,Jamie Lee Curtis,Cheech Marin,Jake Busey,Joe Roth,act of kindness christmas christmas eve neighbor vacation
Moneyball,2011.0,Biography Drama Sport,Philip Seymour Hoffman,Robin Wright,Brad Pitt,Bennett Miller,baseball meeting statistics strategy voice over
Outbreak,1995.0,Action Drama Thriller,Kevin Spacey,Morgan Freeman,Rene Russo,Wolfgang Petersen,disease epidemic monkey quarantine virus
Non-Stop,2014.0,Action Mystery Thriller,Liam Neeson,Nate Parker,Scoot McNairy,Jaume Collet-Serra,air marshal death passenger terrorist transatlantic flight
Race to Witch Mountain,2009.0,Action Adventure Family Fantasy Sci-Fi Thriller,Dwayne Johnson,Billy Brown,Tom Everett Scott,Andy Fickman,alien military mountain spacecraft ufo
V for Vendetta,2005.0,Action Drama Thriller,Natalie Portman,Eddie Marsan,Rupert Graves,James McTeigue,dystopia freedom government revolution terrorist
Shanghai Knights,2003.0,Action Adventure Comedy,Fann Wong,Anna-Louise Plowman,Georgina Chapman,David Dobkin,1880s arrow imperial seal murder revenge
Unforgotten            ,unknown,Crime Drama,Bernard Hill,Gemma Jones,Nicola Walker,unknown,unknown
Curious George,2006.0,Adventure Animation Comedy Family,Will Ferrell,Frank Welker,Alexander Gould,Matthew O'Callaghan,hat monkey museum shrine yellow
Herbie Fully Loaded,2005.0,Adventure Comedy Family Fantasy Romance Sport,Scoot McNairy,Thomas Lennon,Cheryl Hines,Angela Robinson,automobile racing car mechanic nascar street racing
Don't Say a Word,2001.0,Crime Drama Mystery Thriller,Oliver Platt,Jennifer Esposito,Conrad Goode,Gary Fleder,mental institution post traumatic stress psychiatrist vomiting voyeur
Hansel & Gretel: Witch Hunters,2013.0,Action Fantasy Horror,Jeremy Renner,Derek Mears,Ingrid Bolsø Berdal,Tommy Wirkola,bounty hunter brother sister team death of loved one hansel and gretel supernatural power
Unfaithful,2002.0,Drama Thriller,Olivier Martinez,Erik Per Sullivan,Chad Lowe,Adrian Lyne,erotic thriller infidelity marital infidelity unfaithfulness wife's lover murdered by husband
I Am Number Four,2011.0,Action Adventure Sci-Fi Thriller,Alex Pettyfer,Emily Wickersham,Reuben Langdon,D.J. Caruso,based on young adult novel good versus evil guardian human alien ohio
Syriana,2005.0,Drama Thriller,Matt Damon,Amr Waked,Kayvan Novak,Stephen Gaghan,cia hezbollah lebanon oil prince
13 Hours,2016.0,Action Drama Thriller War,Toby Stephens,James Badge Dale,David Costabile,Michael Bay,based on true story cia agent libya mercenary u.s. ambassador
The Book of Life,2014.0,Adventure Animation Comedy Family Fantasy Romance,Channing Tatum,Hector Elizondo,Ana de la Reguera,Jorge R. Gutiérrez,afterlife bullfight bullfighting love triangle mexico
Firewall,2006.0,Crime Thriller,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub,Richard Loncraine,architect bank cayman islands meeting murder
Absolute Power,1997.0,Action Crime Drama Thriller,Clint Eastwood,Mark Margolis,Scott Glenn,Clint Eastwood,death death of wife murder thief violence
G.I. Jane,1997.0,Action Drama War,Viggo Mortensen,Demi Moore,John Michael Higgins,Ridley Scott,feminism hit in the crotch kicked in the crotch kicked in the testicles navy
The Game,1997.0,Drama Mystery Thriller,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet,David Fincher,birthday falling through a glass roof game hitchcockian suicide
Silent Hill,2006.0,Adventure Horror Mystery,Radha Mitchell,Deborah Kara Unger,Alice Krige,Christophe Gans,gothic police police officer silent hill sleepwalking
The Replacements,2000.0,Comedy Sport,Keanu Reeves,Jon Favreau,Faizon Love,Howard Deutch,coach football player misfits strike sumo wrestler
American Reunion,2012.0,Comedy,Alyson Hannigan,Dania Ramirez,Natasha Lyonne,Jon Hurwitz,bikini female female kiss high school reunion outdoor sex upskirt
The Negotiator,1998.0,Action Crime Drama Mystery Thriller,Kevin Spacey,Michael Cudlitz,Siobhan Fallon Hogan,F. Gary Gray,hostage innocence murder negotiator police
Into the Storm,2014.0,Action Thriller,Matt Walsh,Alycia Debnam-Carey,Scott Lawrence,Steven Quale,danger graduation storm teenage boy tornado
Beverly Hills Cop III,1994.0,Action Comedy Crime Thriller,Louis Lombardi,Jon Tenney,Gilbert R. Hill,John Landis,california counterfeit counterfeit money money theme park
Gremlins 2: The New Batch,1990.0,Comedy Fantasy Horror,Christopher Lee,Robert Picardo,Phoebe Cates,Joe Dante,gremlin horror host hulk hogan monster skyscraper
The Judge,2014.0,Crime Drama,Robert Downey Jr.,Robert Duvall,Leighton Meester,David Dobkin,courtroom dysfunctional family indiana lawyer trial
The Peacemaker,1997.0,Action Thriller,Armin Mueller-Stahl,Holt McCallany,Marcel Iures,Mimi Leder,nuclear explosion nuclear weapon russia train train crash
Resident Evil: Apocalypse,2004.0,Action Horror Sci-Fi Thriller,Milla Jovovich,Thomas Kretschmann,Mike Epps,Alexander Witt,cover up monster strong female character strong female lead zombie apocalypse
Bridget Jones: The Edge of Reason,2004.0,Comedy Drama Romance,Colin Firth,Jim Broadbent,Celia Imrie,Beeban Kidron,american actress playing british character intern prison six word title thailand
Out of Time,2003.0,Crime Drama Romance Thriller,Denzel Washington,Sanaa Lathan,John Billingsley,Carl Franklin,cancer florida insurance life insurance policy small town
On Deadly Ground,1994.0,Action Adventure Thriller,Mike Starr,Joan Chen,Sven-Ole Thorsen,Steven Seagal,environmental murder oil oil spill tribe
The Adventures of Sharkboy and Lavagirl 3-D,2005.0,Action Adventure Family Fantasy,Taylor Lautner,Kristin Davis,Taylor Dooley,Robert Rodriguez,boy bully dream dream sequence planet
The Beach,2000.0,Adventure Drama Thriller,Leonardo DiCaprio,Virginie Ledoyen,Peter Youngblood Hills,Danny Boyle,love map paradise thailand travel
Raising Helen,2004.0,Comedy Drama Romance,Amber Valletta,Felicity Huffman,Spencer Breslin,Garry Marshall,fashion show female protagonist love pastor queens new york city
Ninja Assassin,2009.0,Action Crime Thriller,Shô Kosugi,Ben Miles,Rain,James McTeigue,critically bashed kung fu martial artist martial arts ninja
For Love of the Game,1999.0,Drama Romance Sport,J.K. Simmons,Kelly Preston,Carmine Giovinazzo,Sam Raimi,baseball baseball movie detroit tigers perfect game pitcher
A Touch of Frost            ,unknown,Crime Drama Mystery,David Jason,Bruce Alexander,John Lyons,unknown,cult tv death detective inspector four word title internal affairs
Striptease,1996.0,Comedy Crime Drama Thriller,Demi Moore,Rumer Willis,Paul Guilfoyle,Andrew Bergman,bouncer breasts congressman private dancer stripper
Marmaduke,2010.0,Comedy Family,Emma Stone,Judy Greer,Steve Coogan,Tom Dey,dog great dane rivalry talking animal talking cat
Hereafter,2010.0,Drama Fantasy,Matt Damon,Jay Mohr,Cécile De France,Clint Eastwood,death france near death experience tsunami twin brother
Murder by Numbers,2002.0,Crime Mystery Thriller,Ryan Gosling,Chris Penn,Agnes Bruckner,Barbet Schroeder,disposing of a dead body high school student murder sociopath teenage boy
Assassins,1995.0,Action Crime Thriller,Muse Watson,Sylvester Stallone,Kelly Rowan,Richard Donner,assassin floppy disk modem rival russian
Hannibal Rising,2007.0,Crime Drama Thriller,Li Gong,Stephen Walters,Richard Brake,Peter Webber,aunt cannibalism faked death medical student revenge
The Story of Us,1999.0,Comedy Drama Romance,Bruce Willis,Tim Matheson,Rita Wilson,Rob Reiner,four word title husband wife relationship male rear nudity marriage summer camp
The Host,2013.0,Action Adventure Romance Sci-Fi Thriller,J.D. Evermore,Chandler Canterbury,Rachel Roberts,Andrew Niccol,alien alien creature body snatching desert parasite
Basic,2003.0,Action Crime Drama Mystery Thriller,Connie Nielsen,Harry Connick Jr.,Tim Daly,John McTiernan,2000s army military crime necklace yanked off panama
Blood Work,2002.0,Action Crime Drama Mystery Thriller,Clint Eastwood,Anjelica Huston,Rick Hoffman,Clint Eastwood,boat heart transplant murder serial killer sister
The International,2009.0,Action Crime Drama Mystery Thriller,Naomi Watts,Brían F. O'Byrne,Armin Mueller-Stahl,Tom Tykwer,bank chase district attorney interpol murder
Escape from L.A.,1996.0,Action Adventure Sci-Fi Thriller,Steve Buscemi,Valeria Golino,Michelle Forbes,John Carpenter,escape island los angeles california machismo president's daughter
Twisted            ,unknown,Drama Mystery Thriller,Grey Damon,Brittany Curran,Aaron Hill,unknown,unknown
The Iron Giant,1999.0,Action Adventure Animation Comedy Drama Family Sci-Fi,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh,Brad Bird,boy friend government agent maine robot
The Life Aquatic with Steve Zissou,2004.0,Adventure Comedy Drama,Bill Murray,Anjelica Huston,Matthew Gray Gubler,Wes Anderson,expedition oceanographer sea shark team
Free State of Jones,2016.0,Action Biography Drama History War,Matthew McConaughey,Donald Watkins,Jessica Collins,Gary Ross,american civil war civil war u.s. civil war
The Life of David Gale,2003.0,Crime Drama Thriller,Kevin Spacey,Kate Winslet,Matt Craven,Alan Parker,activist death death row murder texas
Man of the House,2005.0,Action Comedy,Christina Milian,Vanessa Ferlito,Kelli Garner,Stephen Herek,cheerleader cheerleading movie neo noir neo western texas ranger
Run All Night,2015.0,Action Crime Drama Thriller,Liam Neeson,Common,Bruce McGill,Jaume Collet-Serra,death drug dealer limousine limousine driver one night
Eastern Promises,2007.0,Crime Mystery Thriller,Viggo Mortensen,Naomi Watts,Raza Jaffrey,David Cronenberg,male pubic hair pubic hair russian sex scene turkish bath
Into the Blue,2005.0,Action Adventure Crime Thriller,Paul Walker,James Frain,Ashley Scott,John Stockwell,bahamas blood splatter cocaine hairy chest shark
The Messenger: The Story of Joan of Arc,1999.0,Adventure Biography Drama History War,Paul Brooke,David Bailie,Rab Affleck,Luc Besson,cathedral dauphin france trial wartime rape
Your Highness,2011.0,Adventure Comedy Fantasy,Natalie Portman,Zooey Deschanel,James Franco,David Gordon Green,knight prince quest rescue thong bikini
Dream House,2011.0,Drama Mystery Thriller,Naomi Watts,Gregory Smith,Sarah Gadon,Jim Sheridan,closet father daughter relationship psychiatric hospital real life sisters playing sisters train
Mad City,1997.0,Crime Drama Thriller,Mia Kirshner,Blythe Danner,William Atherton,Costa-Gavras,hostage museum natural history museum news reporter reporter
Baby's Day Out,1994.0,Adventure Comedy Crime Drama Family,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,Patrick Read Johnson,baby baby boy kidnapping kidnapping a child taxi
The Scarlet Letter,1995.0,Drama Romance,Gary Oldman,Robert Duvall,Demi Moore,Roland Joffé,17th century adultery letter pubic hair swimming
Fair Game,2010.0,Biography Drama Thriller,Naomi Watts,Ty Burrell,Brooke Smith,Doug Liman,bush administration cia interview iraq new york times
Defiance            ,unknown,Action Drama Sci-Fi,Julie Benz,Tony Curran,Grant Bowler,unknown,alien alien invasion planet invasion post apocalypse year 2046
Domino,2005.0,Action Biography Crime Drama Thriller,Ian Ziering,Mo'Nique,Edgar Ramírez,Tony Scott,bounty hunter fbi female bounty hunter female nudity reality show
Jade,1995.0,Crime Drama Thriller,Michael Biehn,Chazz Palminteri,Linda Fiorentino,William Friedkin,blackmail investigation murder panties pulled down prostitution
Gamer,2009.0,Action Sci-Fi Thriller,Gerard Butler,Logan Lerman,Alison Lohman,Mark Neveldine,battle convict death mind control role playing
Beautiful Creatures,2013.0,Drama Fantasy Romance,Alden Ehrenreich,Zoey Deutch,Pruitt Taylor Vince,Richard LaGravenese,dream escape magic magic spell small town
Death to Smoochy,2002.0,Comedy Crime Drama Thriller,Robin Williams,Vincent Schiavelli,Danny Woodburn,Danny DeVito,children children's tv show money revenge scandal
Zoolander 2,2016.0,Comedy,Milla Jovovich,Will Ferrell,Justin Theroux,Ben Stiller,chosen one fashion fashion model model retired
